"year","name","artist","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","artist_popularity","artist_followers","playlist_url","duration_seconds","playlist","group"
"2015","I Don't Fuck With You","Big Sean",0.824,0.733,1,-5.474,0.0613,0.0362,0,0.325,0.395,97.972,74,11179172,"https://open.spotify.com/playlist/5j8mBlHCoqdhKS3NwnjdzJ?si=b9e004e52ab4471d",284.387,"popular","popular"
"2015","Bitch Better Have My Money","Rihanna",0.781,0.728,1,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,87,58623404,"https://open.spotify.com/playlist/5j8mBlHCoqdhKS3NwnjdzJ?si=b9e004e52ab4471d",219.306,"popular","popular"
"2015","Flex (Ooh, Ooh, Ooh)","Rich Homie Quan",0.726,0.607,2,-7.68,0.0498,0.0389,0,0.19,0.891,81.997,62,2824951,"https://open.spotify.com/playlist/5j8mBlHCoqdhKS3NwnjdzJ?si=b9e004e52ab4471d",176.744,"popular","popular"
"2015","Nasty Freestyle","T-Wayne",0.779,0.472,11,-7.116,0.218,0.0577,0,0.114,0.412,135.051,42,159476,"https://open.spotify.com/playlist/5j8mBlHCoqdhKS3NwnjdzJ?si=b9e004e52ab4471d",142.212,"popular","popular"
"2015","Only","Nicki Minaj",0.573,0.495,8,-7.245,0.592,0.405,0,0.0969,0.255,179.196,84,30126326,"https://open.spotify.com/playlist/5j8mBlHCoqdhKS3NwnjdzJ?si=b9e004e52ab4471d",312.027,"popular","popular"
"2016","Love Yourself","Justin Bieber",0.609,0.378,4,-9.828,0.438,0.835,0,0.28,0.515,100.418,87,74713042,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",233.72,"popular","popular"
"2016","One Dance","Drake",0.792,0.625,1,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,95,82201449,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",173.987,"popular","popular"
"2016","Work","Rihanna",0.725,0.534,11,-6.238,0.0946,0.0752,0,0.0919,0.558,91.974,87,58623404,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",219.32,"popular","popular"
"2016","Stressed Out","Twenty One Pilots",0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,77,24113320,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",202.333,"popular","popular"
"2016","Panda","Desiigner",0.685,0.731,10,-5.503,0.414,0.0292,0,0.369,0.266,145.245,59,3538015,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",247.867,"popular","popular"
"2016","Hello","Adele",0.578,0.43,5,-6.134,0.0305,0.33,0,0.0854,0.288,78.991,83,52649190,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",295.502,"popular","popular"
"2016","Don't Let Me Down","The Chainsmokers",0.532,0.869,11,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,77,20467903,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",208.373,"popular","popular"
"2016","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",0.669,0.832,0,-5.721,0.0682,0.0106,0,0.0968,0.7,113.035,78,13470511,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",237.547,"popular","popular"
"2016","Cheap Thrills","Sia",0.628,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,82,27262941,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",211.667,"popular","popular"
"2016","Closer","The Chainsmokers",0.748,0.524,8,-5.599,0.0338,0.414,0,0.111,0.661,95.01,77,20467903,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",244.96,"popular","popular"
"2016","7 Years","Lukas Graham",0.765,0.473,10,-5.829,0.0514,0.287,0,0.391,0.34,119.992,69,2151972,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",237.3,"popular","popular"
"2016","Needed Me","Rihanna",0.671,0.314,5,-8.091,0.244,0.11,0,0.0825,0.296,110.898,87,58623404,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",191.6,"popular","popular"
"2016","My House","Flo Rida",0.688,0.702,7,-4.792,0.0499,0.0215,0,0.128,0.74,94.006,76,8860312,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",192.191,"popular","popular"
"2016","I Took A Pill In Ibiza","Mike Posner",0.637,0.318,10,-10.07,0.0716,0.622,1.58e-06,0.125,0.383,74.11,66,1374778,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",280.8,"popular","popular"
"2016","Work from Home (feat. Ty Dolla $ign)","Fifth Harmony",0.803,0.585,8,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,66,16245923,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",214.48,"popular","popular"
"2016","This Is What You Came For","Calvin Harris",0.631,0.927,9,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,82,23447732,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",222.16,"popular","popular"
"2016","Cake By The Ocean","DNCE",0.774,0.753,4,-5.446,0.0517,0.152,0,0.0371,0.896,119.002,65,4599980,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",219.147,"popular","popular"
"2016","Me, Myself & I","G-Eazy",0.756,0.674,0,-6.518,0.0959,0.0184,0,0.158,0.389,111.995,73,5213215,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",251.467,"popular","popular"
"2016","Ride","Twenty One Pilots",0.645,0.713,6,-5.355,0.0393,0.00835,0,0.113,0.566,74.989,77,24113320,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",214.507,"popular","popular"
"2016","PILLOWTALK","ZAYN",0.584,0.7,11,-4.275,0.0456,0.117,0,0.0939,0.438,124.944,73,22863124,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",202.747,"popular","popular"
"2016","Stitches","Shawn Mendes",0.752,0.754,1,-6.684,0.0615,0.0151,0,0.0486,0.755,149.789,80,42773244,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",206.88,"popular","popular"
"2016","Hotline Bling","Drake",0.891,0.628,2,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,95,82201449,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",267.067,"popular","popular"
"2016","Cold Water","Major Lazer",0.608,0.798,6,-5.092,0.0432,0.0736,0,0.156,0.501,92.943,74,6331076,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",185.36,"popular","popular"
"2016","Send My Love (To Your New Lover)","Adele",0.688,0.533,6,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,83,52649190,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",223.079,"popular","popular"
"2016","Roses","The Chainsmokers",0.713,0.802,4,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,77,20467903,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",226.739,"popular","popular"
"2016","Treat You Better","Shawn Mendes",0.444,0.819,10,-4.078,0.341,0.106,0,0.107,0.747,82.695,80,42773244,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",187.973,"popular","popular"
"2016","Too Good","Drake",0.794,0.653,7,-7.839,0.104,0.0489,4.88e-05,0.1,0.397,117.996,95,82201449,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",263.373,"popular","popular"
"2016","Low Life (feat. The Weeknd)","Future",0.722,0.331,8,-7.789,0.0726,0.337,0.282,0.146,0.102,143.961,87,15322240,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",313.547,"popular","popular"
"2016","What Do You Mean?","Justin Bieber",0.845,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,87,74713042,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",205.68,"popular","popular"
"2016","The Hills","The Weeknd",0.585,0.564,0,-7.063,0.0515,0.0671,0,0.135,0.137,113.003,92,74712543,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",242.253,"popular","popular"
"2016","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","P!nk",0.632,0.702,7,-5.92,0.148,0.0114,0,0.108,0.523,162.958,78,16103521,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",215.414,"popular","popular"
"2016","Broccoli","DRAM",0.886,0.525,8,-7.39,0.132,0.236,0,0.057,0.708,145.99,56,844198,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",225.205,"popular","popular"
"2016","Don't","Bryson Tiller",0.765,0.356,11,-5.556,0.195,0.223,0,0.0963,0.189,96.991,77,7658673,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",198.293,"popular","popular"
"2016","Dangerous Woman","Ariana Grande",0.664,0.602,4,-5.369,0.0412,0.0529,0,0.356,0.289,134.049,86,95007497,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",235.947,"popular","popular"
"2016","Jumpman","Drake",0.852,0.553,1,-7.286,0.187,0.0559,0,0.332,0.656,142.079,95,82201449,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",205.879,"popular","popular"
"2016","i hate u, i love u (feat. olivia o'brien)","gnash",0.492,0.275,6,-13.4,0.3,0.687,0,0.101,0.18,92.6,60,1594040,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",251.034,"popular","popular"
"2016","Here","Alessia Cara",0.376,0.821,0,-3.974,0.104,0.0785,0,0.0823,0.331,120.462,71,11904710,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",199.453,"popular","popular"
"2016","Same Old Love","Selena Gomez",0.672,0.593,11,-4.01,0.0304,0.0223,0,0.214,0.438,98.02,81,46621750,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",229.08,"popular","popular"
"2016","Controlla","Drake",0.59,0.468,10,-11.083,0.185,0.0789,0,0.101,0.349,92.287,95,82201449,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",245.227,"popular","popular"
"2016","Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",0.63,0.53,0,-7.259,0.0434,0.4,0,0.177,0.417,108.038,75,14238862,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",225.053,"popular","popular"
"2016","One Call Away","Charlie Puth",0.667,0.613,1,-5.353,0.0344,0.403,0,0.115,0.47,91.024,79,21792221,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",194.453,"popular","popular"
"2016","Let It Go","James Bay",0.546,0.311,1,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,68,3981296,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",260.533,"popular","popular"
"2016","NO","Meghan Trainor",0.557,0.803,1,-3.599,0.213,0.0124,1.61e-06,0.737,0.657,92.134,75,14238862,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",213.507,"popular","popular"
"2016","Never Forget You","Zara Larsson",0.583,0.732,11,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,74,10435099,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",213.428,"popular","popular"
"2016","Let Me Love You","DJ Snake",0.649,0.716,8,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,76,8756119,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",205.947,"popular","popular"
"2016","Don't Mind","Kent Jones",0.464,0.771,8,-4.503,0.336,0.0235,0,0.063,0.69,158.777,46,111516,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",198.237,"popular","popular"
"2016","H.O.L.Y.","Florida Georgia Line",0.523,0.666,7,-4.081,0.0327,0.401,0,0.0728,0.564,78.077,71,5427204,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",194.187,"popular","popular"
"2016","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",0.728,0.563,1,-8.053,0.134,0.621,0,0.179,0.352,100.017,79,21792221,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",217.707,"popular","popular"
"2016","Into You","Ariana Grande",0.623,0.734,9,-5.948,0.107,0.0162,1.75e-06,0.145,0.37,107.853,86,95007497,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",244.453,"popular","popular"
"2016","Gold","Kiiara",0.6,0.412,8,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,56,927734,"https://open.spotify.com/playlist/08kp8Sr0UnrLRkafdNrUCM?si=c02f061a24b7499c&pt=e53d60ef50320a02f8a09d1424aa89fe",225.882,"popular","popular"
"2017","Shape of You","Ed Sheeran",0.825,0.652,1,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,86,115510566,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",233.713,"popular","popular"
"2017","Despacito - Remix","Luis Fonsi",0.653,0.816,2,-4.353,0.167,0.228,0,0.0967,0.816,178.085,71,11140214,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",228.827,"popular","popular"
"2017","That's What I Like","Bruno Mars",0.853,0.56,1,-4.961,0.0406,0.013,0,0.0944,0.86,134.066,86,52305779,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",206.693,"popular","popular"
"2017","HUMBLE.","Kendrick Lamar",0.908,0.621,1,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,86,26003686,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",177,"popular","popular"
"2017","Something Just Like This","The Chainsmokers",0.617,0.635,11,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,77,20467903,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",247.16,"popular","popular"
"2017","Bad and Boujee (feat. Lil Uzi Vert)","Migos",0.926,0.666,11,-5.314,0.244,0.0611,0,0.123,0.168,127.079,74,13612782,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",343.15,"popular","popular"
"2017","Closer","The Chainsmokers",0.748,0.524,8,-5.599,0.0338,0.414,0,0.111,0.661,95.01,77,20467903,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",244.96,"popular","popular"
"2017","Body Like A Back Road","Sam Hunt",0.732,0.458,5,-7.225,0.0311,0.447,0,0.136,0.661,98.938,67,2314133,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",165.387,"popular","popular"
"2017","Believer","Imagine Dragons",0.776,0.78,10,-4.374,0.128,0.0622,0,0.081,0.666,124.949,84,51152394,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",204.347,"popular","popular"
"2017","Congratulations","Post Malone",0.63,0.804,6,-4.183,0.0363,0.215,0,0.253,0.492,123.146,86,42756805,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",220.293,"popular","popular"
"2017","Say You Won't Let Go","James Arthur",0.358,0.557,10,-7.398,0.059,0.695,0,0.0902,0.494,85.043,79,14383865,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",211.467,"popular","popular"
"2017","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",0.609,0.668,7,-4.284,0.0367,0.0552,0,0.167,0.811,80.924,73,10699619,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",288.6,"popular","popular"
"2017","X0 Tour Llif3 Spanish R3mix","Kidd Torres",0.672,0.515,2,-7.394,0.0526,0.011,0,0.0662,0.465,153.844,0,5,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",187.792,"popular","popular"
"2017","Mask Off","Future",0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,87,15322240,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",204.6,"popular","popular"
"2017","Unforgettable","French Montana",0.726,0.769,6,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,72,5245531,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",233.902,"popular","popular"
"2017","24K Magic","Bruno Mars",0.818,0.803,1,-4.282,0.0797,0.034,0,0.153,0.632,106.97,86,52305779,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",225.983,"popular","popular"
"2017","Stay","Zedd",0.69,0.622,5,-5.025,0.0622,0.253,0,0.116,0.544,102.04,71,5993765,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",210.091,"popular","popular"
"2017","Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",0.671,0.672,0,-3.094,0.0688,0.0329,0,0.118,0.632,97.979,73,10699619,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",204.173,"popular","popular"
"2017","Black Beatles","Rae Sremmurd",0.794,0.632,0,-6.163,0.0649,0.142,0,0.128,0.355,145.926,69,7374763,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",291.893,"popular","popular"
"2017","Starboy","The Weeknd",0.679,0.587,7,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.003,92,74712543,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",230.453,"popular","popular"
"2017","Location","Khalid",0.736,0.449,1,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,81,16215789,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",219.08,"popular","popular"
"2017","Attention","Charlie Puth",0.775,0.613,3,-4.586,0.0542,0.109,2.33e-05,0.134,0.797,100.066,79,21792221,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",208.787,"popular","popular"
"2017","There's Nothing Holdin' Me Back","Shawn Mendes",0.866,0.813,11,-4.063,0.0554,0.38,0,0.0779,0.969,121.998,80,42773244,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",199.44,"popular","popular"
"2017","Bodak Yellow","Cardi B",0.926,0.703,11,-6.337,0.103,0.0659,0,0.231,0.485,125.022,77,22644473,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",223.713,"popular","popular"
"2017","Redbone","Childish Gambino",0.745,0.353,1,-10.614,0.0983,0.174,0.00662,0.118,0.598,160.111,76,11751918,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",326.933,"popular","popular"
"2017","I Don’t Wanna Live Forever (Fifty Shades Darker)","ZAYN",0.734,0.442,0,-8.432,0.0557,0.0594,1.63e-05,0.213,0.0973,117.967,73,22863124,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",245.653,"popular","popular"
"2017","It Ain't Me (with Selena Gomez)","Kygo",0.64,0.533,0,-6.596,0.0706,0.119,0,0.0864,0.515,99.968,75,8432020,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",220.781,"popular","popular"
"2017","iSpy (feat. Lil Yachty)","KYLE",0.746,0.653,7,-6.745,0.289,0.378,0,0.229,0.672,75.016,60,1047902,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",253.107,"popular","popular"
"2017","Issues","Julia Michaels",0.728,0.415,8,-6.852,0.0639,0.401,0,0.0616,0.455,114.145,71,5099757,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",176.32,"popular","popular"
"2017","Scars To Your Beautiful","Alessia Cara",0.573,0.739,0,-5.74,0.129,0.0285,0,0.111,0.451,97.085,71,11904710,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",230.24,"popular","popular"
"2017","1-800-273-8255","Logic",0.62,0.574,5,-7.788,0.0479,0.569,0,0.19,0.357,100.023,72,5967536,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",250.173,"popular","popular"
"2017","Slow Hands","Niall Horan",0.735,0.425,0,-6.648,0.0464,0.011,0,0.055,0.848,85.896,74,9857577,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",188.174,"popular","popular"
"2017","Love On The Brain","Rihanna",0.509,0.637,4,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,87,58623404,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",224,"popular","popular"
"2017","I Feel It Coming","The Weeknd",0.773,0.819,0,-5.946,0.118,0.428,0,0.0679,0.585,92.987,92,74712543,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",269.187,"popular","popular"
"2017","Bounce Back","Big Sean",0.78,0.575,1,-5.628,0.139,0.106,0,0.129,0.273,81.502,74,11179172,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",222.36,"popular","popular"
"2017","Strip That Down","Liam Payne",0.874,0.497,6,-5.484,0.0562,0.22,0,0.0761,0.542,106.023,61,10302306,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",204.502,"popular","popular"
"2017","Fake Love","Drake",0.928,0.481,9,-9.35,0.287,0.105,0,0.176,0.613,134.007,95,82201449,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",210.937,"popular","popular"
"2017","Don't Wanna Know (feat. Kendrick Lamar)","Maroon 5",0.783,0.61,7,-6.124,0.0696,0.343,0,0.0983,0.418,100.047,82,41729321,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",214.265,"popular","popular"
"2017","Look What You Made Me Do","Taylor Swift",0.766,0.709,9,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,100,93162122,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",211.853,"popular","popular"
"2017","Castle on the Hill","Ed Sheeran",0.461,0.834,2,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,86,115510566,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",261.154,"popular","popular"
"2017","Bad Things (with Camila Cabello)","Machine Gun Kelly",0.697,0.691,2,-4.757,0.146,0.214,0,0.185,0.305,137.853,74,5162826,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",239.293,"popular","popular"
"2017","Paris","The Chainsmokers",0.646,0.644,2,-6.763,0.031,0.0243,0,0.0888,0.251,99.999,77,20467903,"https://open.spotify.com/playlist/7hvR06ICC2g29uJ3xCz3hU?si=26f3a50c993d4937",221.52,"popular","popular"
